"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"430",0,7500,"D","RENT",51000,28,"13.5+","0-15"
"431",0,8000,"B","OWN",40000,34,"11-13.5","15-30"
"432",0,9200,"B","OWN",30200,26,"8-11","0-15"
"433",1,28000,"C","MORTGAGE",160000,27,"11-13.5","0-15"
"434",0,1000,"D","RENT",22296,27,"13.5+","0-15"
"435",0,11200,"C","RENT",46739.4,28,"11-13.5","0-15"
"436",0,7500,"C","MORTGAGE",85000,24,"13.5+","0-15"
"437",0,1200,"A","RENT",20400,23,"0-8","0-15"
"438",0,10000,"A","RENT",72500,36,"0-8","0-15"
"439",0,11000,"B","RENT",58195,26,"8-11","0-15"
"440",0,6500,"D","RENT",40100,26,"Missing","0-15"
"441",0,7000,"B","RENT",73882,39,"8-11","15-30"
"442",0,5500,"B","RENT",55000,23,"11-13.5","0-15"
"443",0,6000,"B","OWN",31200,27,"11-13.5","Missing"
"444",0,10000,"B","MORTGAGE",50000,38,"11-13.5","0-15"
"445",0,10000,"B","MORTGAGE",98784,33,"Missing","0-15"
"446",0,14000,"A","MORTGAGE",71000,32,"0-8","0-15"
"447",0,5000,"A","MORTGAGE",64500,23,"Missing","0-15"
"448",0,7200,"A","RENT",30000,27,"0-8","0-15"
"449",0,15000,"C","OWN",130000,23,"11-13.5","0-15"
"450",0,10000,"B","RENT",48000,45,"11-13.5","0-15"
"451",0,3000,"C","RENT",60000,26,"13.5+","0-15"
"452",0,2400,"C","RENT",26400,21,"13.5+","0-15"
"453",0,10000,"C","MORTGAGE",38004,26,"11-13.5","0-15"
"454",0,3250,"B","RENT",16000,24,"11-13.5","0-15"
"455",0,6000,"B","OWN",24000,22,"11-13.5","0-15"
"456",0,4800,"B","MORTGAGE",71711,25,"Missing","15-30"
"457",1,11200,"D","RENT",26000,22,"13.5+","0-15"
"458",0,5750,"A","MORTGAGE",125000,30,"0-8","15-30"
"459",0,1600,"B","RENT",15360,21,"11-13.5","0-15"
"460",0,5025,"C","RENT",40000,22,"11-13.5","0-15"
"461",0,7000,"B","OWN",28000,23,"8-11","0-15"
"462",0,10000,"E","RENT",60000,23,"Missing","0-15"
"463",0,2000,"B","MORTGAGE",70000,22,"11-13.5","0-15"
"464",0,12000,"D","MORTGAGE",72500,27,"13.5+","0-15"
"465",0,16000,"B","MORTGAGE",50004,23,"11-13.5","15-30"
"466",0,3700,"C","RENT",40000,28,"13.5+","0-15"
"467",0,6000,"B","RENT",30000,23,"11-13.5","0-15"
"468",0,10000,"D","RENT",52000,23,"11-13.5","0-15"
"469",0,5300,"B","MORTGAGE",105000,26,"11-13.5","0-15"
"470",0,9925,"B","MORTGAGE",88000,37,"Missing","15-30"
"471",0,5000,"B","RENT",39000,28,"8-11","0-15"
"472",0,3500,"A","MORTGAGE",54252,22,"0-8","0-15"
"473",0,7500,"C","MORTGAGE",28800,32,"11-13.5","0-15"
"474",0,21000,"C","MORTGAGE",117516,31,"11-13.5","0-15"
"475",0,9600,"B","MORTGAGE",80600,26,"Missing","0-15"
"476",0,1950,"A","MORTGAGE",38000,22,"0-8","0-15"
"477",1,7400,"E","MORTGAGE",35004,21,"13.5+","0-15"
"478",0,15000,"C","RENT",122000,27,"11-13.5","0-15"
"479",0,3000,"A","RENT",25000,24,"8-11","0-15"
"480",0,4400,"B","RENT",30000,29,"11-13.5","0-15"
"481",0,2000,"C","RENT",10800,31,"13.5+","0-15"
"482",0,1000,"D","RENT",12000,28,"13.5+","0-15"
"483",0,7500,"C","RENT",99504,31,"13.5+","0-15"
"484",0,4000,"A","MORTGAGE",72500,32,"0-8","0-15"
"485",0,9900,"B","RENT",41303,31,"11-13.5","0-15"
"486",0,7500,"A","MORTGAGE",110000,24,"0-8","0-15"
"487",0,16000,"C","MORTGAGE",1e+05,24,"13.5+","0-15"
"488",0,13000,"C","MORTGAGE",65004,22,"11-13.5","0-15"
"489",0,8000,"B","RENT",26000,28,"11-13.5","0-15"
"490",0,4850,"A","MORTGAGE",57900,22,"8-11","0-15"
"491",0,12000,"C","MORTGAGE",315000,26,"11-13.5","0-15"
"492",0,9600,"B","RENT",58327,29,"11-13.5","0-15"
"493",0,5000,"A","OWN",24000,42,"Missing","0-15"
"494",0,7000,"B","RENT",42000,28,"11-13.5","0-15"
"495",0,8000,"A","OWN",43000,25,"0-8","0-15"
"496",0,13250,"D","OWN",35000,28,"13.5+","0-15"
"497",0,20000,"C","MORTGAGE",181000,37,"13.5+","0-15"
"498",0,5000,"C","MORTGAGE",106000,26,"11-13.5","0-15"
"499",0,20000,"B","MORTGAGE",63000,25,"8-11","0-15"
"500",0,3000,"B","MORTGAGE",48000,22,"Missing","0-15"
"501",0,8000,"C","MORTGAGE",73000,24,"11-13.5","0-15"
"502",1,14000,"A","MORTGAGE",42000,21,"0-8","0-15"
"503",0,1200,"C","MORTGAGE",74000,26,"11-13.5","0-15"
"504",0,8000,"B","RENT",71000,35,"11-13.5","0-15"
"505",1,1200,"B","RENT",20000,29,"11-13.5","0-15"
"506",0,12000,"C","MORTGAGE",58000,26,"11-13.5","0-15"
"507",0,12000,"C","MORTGAGE",170000,26,"13.5+","0-15"
"508",0,7500,"B","MORTGAGE",28000,32,"8-11","0-15"
"509",0,13600,"A","MORTGAGE",101900,24,"0-8","0-15"
"510",0,5000,"A","MORTGAGE",50000,22,"0-8","0-15"
"511",0,7200,"A","MORTGAGE",40200,21,"0-8","15-30"
"512",0,9000,"D","MORTGAGE",82000,23,"Missing","0-15"
"513",0,20000,"E","RENT",96000,31,"13.5+","0-15"
"514",0,16000,"B","MORTGAGE",80000,22,"11-13.5","0-15"
"515",0,10750,"C","MORTGAGE",50000,27,"11-13.5","0-15"
"516",1,4000,"A","RENT",50582,22,"0-8","0-15"
"517",0,8000,"C","RENT",82710,29,"11-13.5","0-15"
"518",0,6000,"A","RENT",26400,22,"8-11","0-15"
"519",0,2100,"C","MORTGAGE",24000,26,"11-13.5","0-15"
"520",1,20000,"C","MORTGAGE",65000,34,"Missing","0-15"
"521",0,8500,"B","MORTGAGE",81400,22,"Missing","0-15"
"522",0,16200,"B","RENT",42000,30,"8-11","0-15"
"523",0,15000,"C","RENT",65000,36,"13.5+","0-15"
"524",0,3000,"D","RENT",16080,23,"13.5+","Missing"
"525",1,5000,"C","RENT",58106,41,"11-13.5","0-15"
"526",0,9425,"C","RENT",45000,22,"11-13.5","0-15"
"527",1,1000,"B","MORTGAGE",38000,23,"8-11","Missing"
"528",0,6600,"B","RENT",39000,22,"Missing","0-15"
"529",0,12000,"A","MORTGAGE",95400,21,"0-8","0-15"
"530",0,7000,"C","OWN",62589,22,"11-13.5","Missing"
"531",0,7000,"A","RENT",50000,23,"0-8","0-15"
"532",0,6400,"B","RENT",50000,30,"11-13.5","0-15"
"533",0,8500,"A","MORTGAGE",51000,24,"8-11","0-15"
"534",0,8500,"A","RENT",21000,22,"0-8","0-15"
"535",0,5500,"A","MORTGAGE",58800,28,"0-8","0-15"
"536",0,4200,"A","MORTGAGE",90000,33,"8-11","0-15"
"537",0,20000,"C","RENT",120000,34,"13.5+","0-15"
"538",0,6000,"A","RENT",75000,28,"0-8","0-15"
"539",0,10000,"D","RENT",40000,22,"Missing","0-15"
"540",0,12000,"B","MORTGAGE",55000,30,"Missing","0-15"
"541",0,1800,"A","MORTGAGE",36000,22,"0-8","0-15"
"542",0,1000,"B","RENT",40000,24,"8-11","0-15"
"543",0,8000,"A","MORTGAGE",113000,23,"0-8","15-30"
"544",0,15000,"B","MORTGAGE",92000,24,"11-13.5","0-15"
"545",1,16300,"D","MORTGAGE",62664,28,"13.5+","0-15"
"546",0,1000,"B","RENT",33388,21,"8-11","0-15"
"547",0,7500,"A","RENT",50000,22,"8-11","0-15"
"548",0,14825,"A","MORTGAGE",72000,49,"0-8","0-15"
"549",0,10000,"B","MORTGAGE",32000,23,"11-13.5","15-30"
"550",0,17000,"A","MORTGAGE",50000,25,"0-8","0-15"
"551",0,9000,"B","MORTGAGE",40000,21,"11-13.5","0-15"
"552",0,12000,"A","MORTGAGE",85000,27,"0-8","0-15"
"553",0,6000,"B","MORTGAGE",60000,26,"11-13.5","0-15"
"554",0,8000,"C","RENT",95000,25,"13.5+","0-15"
"555",0,7000,"C","RENT",24000,26,"11-13.5","0-15"
"556",1,5600,"B","RENT",30000,38,"8-11","0-15"
"557",0,13800,"A","RENT",105000,24,"0-8","0-15"
"558",0,7500,"A","MORTGAGE",26400,25,"8-11","0-15"
"559",0,19000,"C","MORTGAGE",115000,25,"11-13.5","0-15"
"560",0,15000,"C","RENT",1e+05,26,"13.5+","0-15"
"561",0,6800,"A","MORTGAGE",50000,22,"0-8","0-15"
"562",0,6200,"A","RENT",60000,31,"8-11","0-15"
"563",0,16000,"E","MORTGAGE",1e+05,29,"13.5+","0-15"
"564",0,3200,"B","RENT",54731,24,"11-13.5","0-15"
"565",0,20000,"B","RENT",66000,27,"8-11","0-15"
"566",0,10000,"C","RENT",42000,22,"11-13.5","0-15"
"567",0,2400,"B","RENT",30000,33,"8-11","0-15"
"568",0,15000,"D","RENT",95000,23,"13.5+","0-15"
"569",0,4000,"A","OWN",62000,22,"0-8","Missing"
"570",0,17500,"A","RENT",75000,26,"0-8","0-15"
"571",0,9000,"A","MORTGAGE",130000,28,"0-8","0-15"
"572",0,9000,"C","RENT",56000,23,"11-13.5","0-15"
"573",0,10000,"C","RENT",41300,34,"11-13.5","15-30"
"574",1,7000,"A","MORTGAGE",113000,24,"Missing","0-15"
"575",0,10000,"B","RENT",91000,23,"8-11","0-15"
"576",0,4500,"A","MORTGAGE",90000,30,"0-8","15-30"
"577",0,20000,"B","MORTGAGE",143500,30,"11-13.5","0-15"
"578",1,4000,"D","RENT",18720,23,"13.5+","0-15"
"579",0,5750,"C","MORTGAGE",52000,30,"13.5+","0-15"
"580",0,8500,"A","MORTGAGE",41500,24,"0-8","15-30"
"581",0,4000,"A","RENT",78000,33,"0-8","0-15"
"582",0,2200,"B","RENT",38400,25,"11-13.5","0-15"
"583",1,10000,"B","RENT",30000,23,"11-13.5","0-15"
"584",0,19600,"B","RENT",75000,22,"11-13.5","0-15"
"585",0,3000,"B","MORTGAGE",54000,22,"8-11","15-30"
"586",0,6000,"B","RENT",52000,47,"8-11","0-15"
"587",0,24000,"F","RENT",75000,26,"13.5+","0-15"
"588",0,10800,"B","RENT",56004,47,"8-11","0-15"
"589",0,7000,"A","RENT",45000,26,"8-11","0-15"
"590",0,13250,"B","OWN",35000,37,"11-13.5","0-15"
"591",0,6000,"A","MORTGAGE",93600,22,"Missing","0-15"
"592",0,3000,"C","MORTGAGE",90000,24,"13.5+","0-15"
"593",0,13000,"C","MORTGAGE",62000,22,"13.5+","0-15"
"594",0,6000,"C","MORTGAGE",35900,22,"13.5+","15-30"
"595",0,1400,"A","OWN",8628,23,"Missing","Missing"
"596",0,6875,"A","MORTGAGE",95000,22,"0-8","0-15"
"597",0,7500,"C","MORTGAGE",110000,23,"13.5+","0-15"
"598",0,2000,"A","RENT",86000,31,"0-8","0-15"
"599",0,10000,"A","RENT",33000,23,"0-8","0-15"
"600",0,4500,"A","MORTGAGE",101400,35,"8-11","0-15"
"601",0,8800,"B","RENT",1e+05,31,"8-11","0-15"
"602",0,20000,"B","RENT",51000,22,"11-13.5","0-15"
"603",0,24000,"D","OWN",160000,36,"13.5+","15-30"
"604",0,6000,"A","OWN",26500,23,"0-8","0-15"
"605",0,7500,"A","OWN",26004,21,"Missing","0-15"
"606",0,5000,"A","OWN",54080,26,"0-8","15-30"
"607",0,2000,"C","MORTGAGE",80000,24,"13.5+","0-15"
"608",0,10000,"B","RENT",21600,33,"11-13.5","0-15"
"609",0,2400,"B","MORTGAGE",91000,24,"8-11","30-45"
"610",0,2000,"A","MORTGAGE",118000,25,"0-8","0-15"
"611",0,6000,"C","MORTGAGE",57000,28,"11-13.5","0-15"
"612",0,10750,"A","RENT",28800,29,"0-8","0-15"
"613",0,6350,"C","OWN",18000,28,"13.5+","0-15"
"614",0,20000,"D","MORTGAGE",48000,33,"13.5+","0-15"
"615",0,12000,"B","MORTGAGE",60996,26,"11-13.5","0-15"
"616",0,6000,"A","OWN",26000,21,"0-8","0-15"
"617",0,1800,"B","OWN",42000,32,"8-11","0-15"
"618",0,14000,"E","MORTGAGE",117000,23,"13.5+","0-15"
"619",0,6000,"A","RENT",35000,27,"8-11","0-15"
"620",0,2000,"C","RENT",70000,26,"11-13.5","0-15"
"621",0,20000,"B","RENT",60000,25,"Missing","0-15"
"622",0,7500,"B","MORTGAGE",91000,24,"8-11","0-15"
"623",0,25000,"B","OWN",60000,25,"8-11","0-15"
"624",0,4000,"A","OWN",140000,34,"0-8","0-15"
"625",0,6500,"C","RENT",55404,21,"13.5+","15-30"
"626",0,25000,"B","RENT",49000,21,"8-11","0-15"
"627",0,5000,"A","MORTGAGE",51996,23,"0-8","0-15"
"628",0,5000,"A","RENT",37500,32,"0-8","0-15"
"629",0,10800,"A","MORTGAGE",117000,24,"Missing","0-15"
"630",0,20000,"E","RENT",48000,37,"13.5+","0-15"
"631",0,2400,"B","MORTGAGE",38000,35,"8-11","0-15"
"632",0,22000,"B","RENT",92000,28,"11-13.5","0-15"
"633",0,10000,"C","MORTGAGE",70000,24,"11-13.5","0-15"
"634",1,5000,"D","RENT",59000,26,"13.5+","0-15"
"635",0,18000,"E","RENT",70000,25,"13.5+","0-15"
"636",0,5000,"B","MORTGAGE",140000,28,"11-13.5","0-15"
"637",0,10000,"C","RENT",31200,27,"13.5+","0-15"
"638",0,4800,"C","MORTGAGE",55000,22,"11-13.5","0-15"
"639",0,9000,"B","RENT",65000,26,"11-13.5","0-15"
"640",0,20000,"D","RENT",63000,28,"13.5+","0-15"
"641",0,14400,"A","RENT",85000,28,"8-11","0-15"
"642",0,12000,"C","RENT",34000,31,"11-13.5","0-15"
"643",0,7500,"C","MORTGAGE",87000,23,"11-13.5","0-15"
"644",0,5500,"A","MORTGAGE",54996,24,"0-8","0-15"
"645",0,5125,"B","OWN",50000,27,"8-11","Missing"
"646",0,6250,"D","RENT",29100,22,"13.5+","0-15"
"647",0,3500,"D","RENT",74004,26,"13.5+","15-30"
"648",0,14000,"A","MORTGAGE",260000,51,"0-8","0-15"
"649",0,4300,"A","MORTGAGE",86604,26,"0-8","0-15"
"650",0,9250,"D","RENT",31000,22,"13.5+","0-15"
"651",0,8500,"A","MORTGAGE",80000,27,"0-8","0-15"
"652",0,7500,"B","MORTGAGE",120000,31,"8-11","15-30"
"653",0,4500,"B","RENT",42000,22,"11-13.5","0-15"
"654",0,7750,"D","RENT",30000,30,"13.5+","0-15"
"655",0,6000,"B","RENT",55840,30,"8-11","0-15"
"656",0,10000,"B","RENT",57000,34,"11-13.5","0-15"
"657",1,8000,"B","MORTGAGE",55000,22,"8-11","0-15"
"658",0,4800,"B","RENT",56928,23,"8-11","0-15"
"659",0,6000,"A","MORTGAGE",70000,24,"0-8","0-15"
"660",0,16000,"D","RENT",65000,29,"13.5+","15-30"
"661",0,15000,"B","MORTGAGE",90474,24,"8-11","0-15"
"662",0,6000,"C","MORTGAGE",109200,34,"11-13.5","30-45"
"663",1,4475,"D","RENT",13200,29,"13.5+","0-15"
"664",0,1200,"B","MORTGAGE",42000,24,"11-13.5","0-15"
"665",0,10400,"A","MORTGAGE",76248,33,"0-8","15-30"
"666",0,6600,"B","RENT",36000,25,"11-13.5","0-15"
"667",0,8000,"C","MORTGAGE",98400,24,"11-13.5","0-15"
"668",0,5000,"B","MORTGAGE",50000,24,"8-11","0-15"
"669",0,8400,"C","MORTGAGE",127000,28,"11-13.5","0-15"
"670",0,9000,"A","MORTGAGE",62000,23,"Missing","0-15"
"671",0,4000,"C","RENT",42000,22,"11-13.5","0-15"
"672",0,3000,"B","RENT",28800,25,"11-13.5","0-15"
"673",0,3350,"C","RENT",47756,31,"13.5+","0-15"
"674",0,20000,"C","MORTGAGE",72800,43,"11-13.5","0-15"
"675",0,6000,"A","MORTGAGE",108000,26,"0-8","0-15"
"676",0,10000,"B","MORTGAGE",75000,34,"11-13.5","0-15"
"677",0,4000,"B","RENT",13000,24,"8-11","0-15"
"678",0,10000,"A","RENT",60000,22,"0-8","Missing"
"679",0,8000,"A","RENT",50000,23,"0-8","0-15"
"680",0,7000,"A","RENT",18000,23,"0-8","0-15"
"681",1,5000,"C","OWN",30000,31,"11-13.5","0-15"
"682",0,2000,"C","RENT",24000,23,"11-13.5","0-15"
"683",0,6000,"C","OWN",50000,22,"13.5+","0-15"
"684",0,15000,"B","RENT",108000,32,"8-11","0-15"
"685",0,12000,"A","MORTGAGE",160000,32,"0-8","0-15"
"686",0,6125,"A","RENT",70000,29,"0-8","0-15"
"687",0,5000,"A","RENT",48000,32,"0-8","0-15"
"688",0,6000,"A","MORTGAGE",65000,42,"8-11","0-15"
"689",0,1300,"A","OWN",48000,24,"8-11","0-15"
"690",0,8000,"C","MORTGAGE",155000,32,"Missing","0-15"
"691",0,4600,"C","RENT",35880,50,"11-13.5","0-15"
"692",0,9000,"C","RENT",30000,35,"13.5+","0-15"
"693",0,10000,"B","MORTGAGE",120000,25,"8-11","15-30"
"694",1,8000,"D","MORTGAGE",70000,26,"11-13.5","0-15"
"695",0,7000,"A","OWN",120000,29,"8-11","0-15"
"696",0,2000,"C","MORTGAGE",37000,22,"13.5+","0-15"
"697",0,1400,"D","RENT",14650,23,"13.5+","0-15"
"698",0,16750,"C","MORTGAGE",84996,23,"13.5+","0-15"
"699",0,3000,"B","RENT",36000,29,"8-11","0-15"
"700",0,3500,"A","RENT",42000,25,"0-8","0-15"
"701",0,2100,"A","MORTGAGE",35000,23,"0-8","30-45"
"702",0,8000,"C","MORTGAGE",42000,27,"13.5+","0-15"
"703",0,18000,"B","MORTGAGE",90722,28,"8-11","0-15"
"704",0,18200,"A","MORTGAGE",61000,22,"0-8","0-15"
"705",0,5500,"C","MORTGAGE",28900,24,"11-13.5","0-15"
"706",0,7200,"A","OWN",24000,29,"0-8","0-15"
"707",0,2000,"A","RENT",42870,23,"0-8","0-15"
"708",1,8000,"B","RENT",60000,25,"11-13.5","0-15"
"709",0,4000,"A","RENT",50004,24,"0-8","0-15"
"710",1,1800,"C","MORTGAGE",48000,23,"11-13.5","0-15"
"711",0,8000,"C","RENT",20000,24,"11-13.5","0-15"
"712",0,6500,"A","RENT",75000,40,"0-8","0-15"
"713",1,6000,"D","RENT",32124,23,"13.5+","Missing"
"714",0,17450,"A","MORTGAGE",57188,23,"0-8","15-30"
"715",0,8400,"B","RENT",35960,26,"11-13.5","0-15"
"716",0,10000,"C","RENT",35000,24,"11-13.5","0-15"
"717",0,7000,"A","RENT",60000,23,"0-8","0-15"
"718",0,4500,"B","MORTGAGE",54196,46,"11-13.5","15-30"
"719",0,2500,"C","RENT",40000,24,"13.5+","0-15"
"720",0,10000,"B","RENT",30000,23,"11-13.5","0-15"
"721",0,5000,"C","RENT",32000,23,"13.5+","0-15"
"722",0,5500,"B","MORTGAGE",67440,22,"8-11","0-15"
"723",0,4250,"B","RENT",27500,22,"8-11","0-15"
"724",0,5000,"C","MORTGAGE",62000,23,"13.5+","0-15"
"725",0,30000,"B","MORTGAGE",106921,23,"8-11","0-15"
"726",0,5000,"A","RENT",45000,23,"0-8","0-15"
"727",1,4000,"E","OWN",68400,25,"13.5+","0-15"
"728",0,17000,"A","RENT",60000,25,"0-8","0-15"
"729",0,7600,"A","MORTGAGE",30000,21,"0-8","0-15"
"730",0,10000,"A","RENT",31200,36,"0-8","0-15"
"731",0,5000,"A","RENT",36000,35,"0-8","0-15"
"732",0,2000,"C","RENT",39000,26,"11-13.5","0-15"
"733",0,10000,"A","MORTGAGE",75670,27,"8-11","0-15"
"734",0,5000,"B","RENT",40000,31,"8-11","0-15"
"735",0,6000,"A","OWN",55316.04,26,"0-8","30-45"
"736",0,15000,"A","MORTGAGE",130000,27,"0-8","0-15"
"737",0,1500,"A","MORTGAGE",65004,21,"0-8","0-15"
"738",0,28000,"B","MORTGAGE",4e+05,43,"8-11","0-15"
"739",0,35000,"A","MORTGAGE",160000,23,"0-8","0-15"
"740",0,9000,"D","RENT",59321,27,"13.5+","0-15"
"741",0,9800,"A","MORTGAGE",56500,23,"Missing","0-15"
"742",1,7200,"B","MORTGAGE",50000,22,"Missing","15-30"
"743",0,20000,"F","RENT",115000,31,"13.5+","0-15"
"744",0,8000,"B","RENT",38000,35,"Missing","0-15"
"745",0,3825,"C","RENT",26000,26,"13.5+","0-15"
"746",0,12000,"B","RENT",56000,21,"8-11","15-30"
"747",0,25000,"D","RENT",69000,30,"13.5+","0-15"
"748",0,35000,"E","MORTGAGE",146000,34,"13.5+","0-15"
"749",0,20900,"B","RENT",82000,23,"11-13.5","0-15"
"750",0,5000,"B","OWN",50000,22,"11-13.5","0-15"
"751",0,4000,"C","RENT",39000,30,"13.5+","0-15"
"752",0,7000,"D","RENT",35000,21,"11-13.5","0-15"
"753",0,5000,"A","OWN",24996,21,"0-8","15-30"
"754",0,8000,"D","MORTGAGE",76800,21,"13.5+","0-15"
"755",0,10000,"A","MORTGAGE",55000,26,"0-8","15-30"
"756",0,6000,"C","MORTGAGE",84996,32,"11-13.5","0-15"
"757",0,4800,"E","MORTGAGE",63000,21,"Missing","0-15"
"758",0,11000,"A","MORTGAGE",54000,28,"0-8","0-15"
"759",1,6000,"B","RENT",56000,23,"11-13.5","0-15"
"760",0,7000,"B","RENT",37800,39,"11-13.5","0-15"
"761",0,6000,"A","MORTGAGE",96000,30,"0-8","15-30"
"762",0,3400,"C","OWN",31776,32,"11-13.5","0-15"
"763",0,15000,"C","RENT",72000,25,"11-13.5","0-15"
"764",0,6000,"C","MORTGAGE",62000,22,"13.5+","0-15"
"765",0,5500,"A","RENT",48000,25,"0-8","0-15"
"766",0,9800,"A","OWN",60000,26,"Missing","0-15"
"767",0,2000,"B","OWN",16200,22,"11-13.5","Missing"
"768",0,4400,"A","RENT",32496,22,"8-11","0-15"
"769",0,9000,"B","RENT",65000,30,"11-13.5","0-15"
"770",0,4500,"D","RENT",47360,33,"13.5+","0-15"
"771",0,5000,"C","RENT",45600,25,"Missing","0-15"
"772",0,4000,"A","MORTGAGE",57000,30,"0-8","0-15"
"773",0,5500,"C","RENT",53000,28,"11-13.5","0-15"
"774",0,14000,"B","MORTGAGE",310000,30,"Missing","0-15"
"775",0,5000,"A","MORTGAGE",62000,22,"0-8","0-15"
"776",0,16000,"B","MORTGAGE",103000,34,"8-11","0-15"
"777",0,7000,"A","RENT",60140,24,"8-11","0-15"
"778",0,4200,"D","RENT",35000,22,"Missing","0-15"
"779",0,9600,"B","RENT",60000,27,"8-11","0-15"
"780",0,9000,"E","MORTGAGE",70000,26,"13.5+","0-15"
"781",0,2500,"B","MORTGAGE",60000,30,"11-13.5","0-15"
"782",0,9000,"C","RENT",32400,30,"11-13.5","0-15"
"783",1,2650,"A","RENT",10000,31,"0-8","15-30"
"784",0,14000,"A","RENT",72000,24,"0-8","0-15"
"785",0,5000,"D","RENT",50000,23,"13.5+","0-15"
"786",0,8500,"A","MORTGAGE",28000,22,"0-8","0-15"
"787",1,25000,"F","MORTGAGE",80000,36,"13.5+","15-30"
"788",0,3025,"B","RENT",80000,28,"8-11","0-15"
"789",0,3500,"A","OWN",39600,21,"0-8","0-15"
"790",0,2500,"A","RENT",24960,22,"0-8","0-15"
"791",0,6000,"A","RENT",34000,38,"0-8","15-30"
"792",0,12000,"B","RENT",70000,24,"8-11","0-15"
"793",0,3600,"E","MORTGAGE",85000,29,"13.5+","15-30"
"794",0,10000,"B","RENT",36000,28,"11-13.5","0-15"
"795",1,15000,"A","RENT",140000,29,"8-11","0-15"
"796",0,18950,"C","RENT",60000,30,"13.5+","0-15"
"797",0,6500,"C","OWN",24996,21,"11-13.5","0-15"
"798",0,5500,"E","RENT",33000,22,"Missing","0-15"
"799",1,10000,"E","RENT",1e+05,25,"13.5+","0-15"
"800",0,6300,"B","MORTGAGE",70000,25,"8-11","0-15"
"801",0,10200,"A","MORTGAGE",115200,32,"Missing","0-15"
"802",0,12000,"A","OWN",40000,21,"8-11","0-15"
"803",0,8000,"A","MORTGAGE",33600,27,"Missing","Missing"
"804",0,5000,"C","OWN",36000,23,"11-13.5","0-15"
"805",0,5600,"B","OWN",40000,21,"8-11","0-15"
"806",0,10000,"A","OWN",43000,38,"0-8","0-15"
"807",1,15000,"B","RENT",60000,33,"11-13.5","15-30"
"808",1,30000,"D","MORTGAGE",120000,39,"13.5+","0-15"
"809",0,17600,"F","RENT",71480,24,"Missing","0-15"
"810",0,6800,"C","MORTGAGE",77604,26,"11-13.5","0-15"
"811",0,7500,"A","RENT",27600,29,"0-8","0-15"
"812",0,6000,"A","RENT",49000,23,"0-8","0-15"
"813",0,2850,"D","RENT",45000,24,"11-13.5","0-15"
"814",0,12000,"B","RENT",59000,22,"8-11","15-30"
"815",0,6000,"B","RENT",50000,28,"8-11","0-15"
"816",0,5000,"A","MORTGAGE",54000,24,"0-8","0-15"
"817",0,8800,"A","MORTGAGE",64000,33,"0-8","0-15"
"818",0,6750,"B","MORTGAGE",60000,22,"8-11","0-15"
"819",1,7500,"B","RENT",22596,22,"8-11","0-15"
"820",0,1000,"B","MORTGAGE",21600,26,"8-11","0-15"
"821",0,3000,"A","RENT",43500,24,"0-8","0-15"
"822",0,10000,"B","MORTGAGE",205000,24,"8-11","0-15"
"823",1,7500,"B","MORTGAGE",50000,24,"11-13.5","0-15"
"824",0,20000,"D","RENT",57000,23,"13.5+","0-15"
"825",0,4000,"A","RENT",36000,22,"8-11","0-15"
"826",0,3000,"C","RENT",47208,21,"13.5+","0-15"
"827",0,18000,"A","MORTGAGE",80000,24,"0-8","0-15"
"828",0,6000,"B","RENT",56000,25,"8-11","0-15"
"829",0,3500,"B","MORTGAGE",50000,24,"8-11","0-15"
"830",0,14000,"B","MORTGAGE",145000,26,"8-11","0-15"
"831",1,4000,"C","RENT",45600,28,"11-13.5","0-15"
"832",0,6600,"A","MORTGAGE",95000,26,"0-8","15-30"
"833",1,4000,"C","RENT",26000,23,"11-13.5","0-15"
"834",1,14600,"D","OWN",97000,29,"13.5+","0-15"
"835",0,10000,"A","MORTGAGE",199000,28,"8-11","15-30"
"836",0,6500,"B","MORTGAGE",62000,23,"8-11","0-15"
"837",1,25000,"D","RENT",125000,29,"13.5+","0-15"
"838",0,13000,"A","OWN",18000,24,"0-8","0-15"
"839",0,2000,"B","MORTGAGE",120000,32,"Missing","0-15"
"840",0,10675,"A","MORTGAGE",75600,22,"0-8","0-15"
"841",0,10400,"D","RENT",65000,25,"13.5+","0-15"
"842",0,9600,"C","RENT",22000,23,"11-13.5","0-15"
"843",0,6000,"A","RENT",110000,31,"0-8","15-30"
"844",0,16000,"E","RENT",57000,28,"13.5+","0-15"
"845",1,14125,"B","MORTGAGE",45696,22,"11-13.5","Missing"
"846",0,7500,"B","RENT",22880,54,"11-13.5","0-15"
"847",0,7000,"C","MORTGAGE",50000,23,"11-13.5","0-15"
"848",0,4000,"B","RENT",22000,37,"8-11","0-15"
"849",0,6325,"A","RENT",25000,25,"8-11","0-15"
"850",0,10000,"C","RENT",40000,31,"11-13.5","0-15"
"851",0,12200,"A","MORTGAGE",86400,24,"0-8","0-15"
"852",0,35000,"B","MORTGAGE",90000,24,"8-11","0-15"
"853",0,15000,"A","RENT",70500,21,"0-8","15-30"
"854",0,6800,"C","RENT",77182,22,"11-13.5","0-15"
"855",1,6000,"D","RENT",55000,21,"13.5+","0-15"
"856",0,10000,"C","RENT",21000,22,"13.5+","0-15"
"857",0,12000,"A","RENT",1e+05,35,"0-8","0-15"
"858",1,7000,"D","MORTGAGE",43800,26,"13.5+","0-15"
